Device	Inserts (in millions)	Cost (in hours)
NV_R_5050	20	0.001591
NV_R_5050	30	0.156700
NV_R_5050	40	0.156700
NV_R_5050	50	0.156984
NV_R_5050	60	0.385249
NV_R_5050	70	0.387364
NV_R_5050	80	0.387364
NV_R_5050	90	0.387364
NV_R_5050	100	0.399507
NV_R_5050	110	0.546724
NV_R_5050	120	0.733087
NV_R_5050	130	0.735268
NV_R_5050	140	0.735268
NV_R_5050	150	0.735268
NV_R_5050	160	0.735531
NV_R_5050	170	0.762567
NV_R_5050	180	0.856935
NV_R_5050	190	1.031850
NV_R_5050	200	1.234699
NV_R_5050	210	1.250310
NV_R_5050	220	1.250310
NV_R_5050	230	1.250310
NV_R_5050	240	1.250310
NV_R_5050	250	1.250310
NV_R_5050	260	1.251333
NV_R_5050	270	1.263500
NV_R_5050	280	1.331806
NV_R_5050	290	1.447786
NV_R_5050	300	1.598550
NV_R_5050	310	1.768471
NV_R_5050	320	1.961320
NV_R_5050	330	2.010757
NV_R_5050	340	2.013838
NV_R_5050	350	2.013861
NV_R_5050	360	2.013861
NV_R_5050	370	2.013861
NV_R_5050	380	2.013861
NV_R_5050	390	2.013915
NV_R_5050	400	2.014359
NV_R_5050	410	2.015991
NV_R_5050	420	2.021549
NV_R_5050	430	2.030527
NV_R_5050	440	2.043417
NV_R_5050	450	2.075594
NV_R_5050	460	2.159910
NV_R_5050	470	2.321878
NV_R_5050	480	2.483774
NV_R_5050	490	2.675788
NV_R_5050	500	2.901017
NV_R_5050	510	3.044669
NV_R_5050	520	3.122593
NV_R_5050	530	3.164399
NV_R_5050	540	3.175942
NV_R_5050	550	3.177595
NV_R_5050	560	3.177865
NV_R_5050	570	3.177865
NV_R_5050	580	3.177865
NV_R_5050	590	3.177884
NV_R_5050	600	3.177965
NV_R_5050	610	3.178099
NV_R_5050	620	3.178612
NV_R_5050	630	3.179985
NV_R_5050	640	3.183124
NV_R_5050	650	3.189993
NV_R_5050	660	3.200738
NV_R_5050	670	3.216791
NV_R_5050	680	3.245587
NV_R_5050	690	3.300422
NV_R_5050	700	3.394626
NV_R_5050	710	3.501137
NV_R_5050	720	3.602726
NV_R_5050	730	3.728638
NV_R_5050	740	3.890031
NV_R_5050	750	4.075266
NV_R_5050	760	4.290246
NV_R_5050	770	4.520636
NV_R_5050	780	4.684766
NV_R_5050	790	4.771090
NV_R_5050	800	4.814324
NV_R_5050	810	4.844163
NV_R_5050	820	4.868697
NV_R_5050	830	4.887493
NV_R_5050	840	4.899964
NV_R_5050	850	4.905286
NV_R_5050	860	4.906801
NV_R_5050	870	4.907339
NV_R_5050	880	4.907461
NV_R_5050	890	4.907514
NV_R_5050	900	4.907600
NV_R_5050	910	4.907712
NV_R_5050	920	4.907911
NV_R_5050	930	4.908415
NV_R_5050	940	4.909713
NV_R_5050	950	4.912339
NV_R_5050	960	4.916274
NV_R_5050	970	4.923515
NV_R_5050	980	4.933793
NV_R_5050	990	4.946689
NV_R_5050	1000	4.963018
NV_R_5050	1010	4.986382
NV_R_5050	1020	5.025766
NV_R_5050	1030	5.078477
NV_R_5050	1040	5.132491
NV_R_5050	1050	5.190212
NV_R_5050	1060	5.271342
NV_R_5050	1070	5.381564
NV_R_5050	1080	5.494027
NV_R_5050	1090	5.599893
NV_R_5050	1100	5.714597
NV_R_5050	1110	5.852054
NV_R_5050	1120	6.009171
NV_R_5050	1130	6.182474
NV_R_5050	1140	6.376331
NV_R_5050	1150	6.574370
NV_R_5050	1160	6.742514
NV_R_5050	1170	6.882653
NV_R_5050	1180	7.012306
NV_R_5050	1190	7.129852
NV_R_5050	1200	7.229153
NV_R_5050	1210	7.296774
NV_R_5050	1220	7.340512
NV_R_5050	1230	7.371918
NV_R_5050	1240	7.398348
NV_R_5050	1250	7.419349
NV_R_5050	1260	7.436466
NV_R_5050	1270	7.448658
NV_R_5050	1280	7.456863
NV_R_5050	1290	7.461628
NV_R_5050	1300	7.463900
NV_R_5050	1310	7.464990
NV_R_5050	1320	7.465704
NV_R_5050	1330	7.466043
NV_R_5050	1340	7.466186
NV_R_5050	1350	7.466331
NV_R_5050	1360	7.466522
NV_R_5050	1370	7.466700
NV_R_5050	1380	7.467127
NV_R_5050	1390	7.467947
NV_R_5050	1400	7.469307
NV_R_5050	1410	7.471265
NV_R_5050	1420	7.473883
NV_R_5050	1430	7.477796
NV_R_5050	1440	7.483670
NV_R_5050	1450	7.490659
NV_R_5050	1460	7.500215
NV_R_5050	1470	7.511243
NV_R_5050	1480	7.524260
NV_R_5050	1490	7.541140
NV_R_5050	1500	7.563184
